,movie_name,movie_tag,movie_country,movie_length,movie_release,movie_rate,movie_summary,movie_director,movie_actor,movie_rank,movie_firtweek_ticket,movie_all_ticket
639,名侦探柯南特典：通往大阪什锦煎饼的艰险之路,动画-悬疑,日本 ,25,2010-04-17,Unknown,暂无剧情简介,青山刚昌,高山南,Unknown,Unknown,Unknown
640,新世纪福音战士剧场版3.0：Q,剧情-科幻-动画,日本 ,96,2012-11-17,78,14年前，初号机疑似神化第一形态的觉醒带来近三冲击，使世界发生前所未有的巨变。在此之后，葛城美里（三石琴乃 配音）等NERV旧部出走，成立了反抗seele和NERV的Wille。Wille授命明日香（宫村优子 配音）和真里（坂本真绫 配音）夺回被封印在卫星轨道上的初号机和碇真嗣（绪方惠美 配音），但绝对禁止真嗣登上初号机。感受到周遭的敌意，懵懂的真嗣跟随绫波丽（林原惠美 配音）登上突然入侵的九号机，返回了千疮百孔的NERV总部。在这里，他意外重逢朝思夜想的绫波，还从父亲那里得知自己将和美少年渚薰（石田彰 配音）共同驾驶十三号机。长达14年的空白，期间的沧桑巨变和情感纠葛让真嗣不知所措。而看似温柔的渚薰为他揭开了种种难以置信的真相…… 本片为EVA新剧场版四部曲的第三部。,摩砂雪,,Unknown,Unknown,Unknown
641,信条,科幻-动作-剧情,美国 ,151,2020-09-04,83,一群蒙面匪徒闯入乌克兰一个歌剧院劫持人质，真实目标是要抢夺一个装有神秘物质的手提箱。主角和同伴假扮成特警也要抢夺手提箱，但任务离奇失败，主角为保护秘密“被假死”。主角在假死被救后，被赋予新的更大的任务，通过女科学家的帮助，主角从射出的子弹倒着回到枪膛的实验中了解到“逆转时间”的概念，并被告知整个世界可能因为逆时间技术消失。主角从此不再有身份，加入“信条”组织，成为无名氏，他的任务是保护全世界不要被逆时间毁灭。为了阻止萨特企图毁灭人类的行为，以无名氏、尼尔和凯特为首的队伍们来到萨特的基地，利用逆时间完成了任务，毁掉了萨特手中的时间炸弹，最终阻止了人类世界在逆时间中灭亡 。,克里斯托弗·诺兰,约翰·大卫·华盛顿-罗伯特·帕丁森-伊丽莎白·德比茨基-肯尼思·布拉纳,Unknown,20525,45624
642,熊出没·变形记,动画-喜剧-冒险,中国大陆 ,90,2018-02-16,91,光头强爸爸突然到访 狗熊岭，向来严厉古板的强爸却对 光头强嘘寒问暖，而朝夕相处却未能缓和关系，反而导致了父子矛盾的爆发……在一次激烈的争吵中，光头强和两熊被“缩小机”意外缩小，毫不知情的强爸伤心离开，并无意间带走了“缩小机”。于是， 光头强和两熊踏上了追赶 强爸和机器的“微观世界”冒险之旅。与此同时，一名陌生国外女记者突然出现，并频频出没于大马哈鱼生活的河域附近，举止神秘，牵出了一系列神秘事件。出品人： 刘道强、李晓萍、曾茂军、郑志昊、蔡伏青、程武、雷瑛、徐天福、刘荣、李晓东监制：林永长、易巧、蒋德富、康利、相贤古、高莉、陈刚、张群美术设计：王宇、刘晓蓓、陈嘉琳、陈瑞培、王林、罗森、邵丽莹、杨迪然、杨朔、易凌霄、敖进超、张琳、金宇、郭尚振、李弘毅、施明熙、王剑龙、杨敏、朱建鑫、罗浩振灯光：王冠维、谷芳、何宛珊、杨鹏、梁晓冬、徐梅、杨攀、谷强强、龚子寅、张韬、钟兴茂、杨潇、方丽、高凡、周利佳、姚瑞、杨帆、方敏、许腾远、杨紫薇出品公司： 华强方特（深圳）动漫有限公司、 霍尔果斯彩条屋影业有限公司影片由华强方特动漫联合光线彩条屋影业等诸多公司携手合作，这是华强方特动漫与彩条屋影业首次合作。在影片制作时，制作团队在延续前作奇幻喜剧风格的基础上，进一步了强化亲情部分的表达，希望能够使得观众在影片中寻找到共鸣和趣味性，并希望观众能够通过影片与家人增进感情。导演 丁亮认为，作为一部贺岁动画电影，不能够仅仅停留于合家欢的层面，而需要有深层次的内涵。因此， 丁亮在电影中融入了父子情的元素，通过电影呼吁中国的父亲们多抽出时间陪伴孩子成长。影片邀请了美国演员 贝丝·比厄加盟。影片中的生物学爱好者一角是利用“真人绘制虚拟角色”技术、根据 贝丝形象打造而成， 贝丝本人也参与了该角色的设计，并为海外版电影的该角色配音。影片加入了 光头强的父亲这一新角色，制作团队希望通过这一角色展现出父子间的情感，同时亦希望借此角色展现出父爱缺失、丧偶式教育等现实生活中存在的问题。,林汇达,,Unknown,20858,60552
643,白日之下,剧情-犯罪,中国香港 ,106,2024-04-12,84,故事改编自真实事件，揭露隐藏在新闻背后、鲜为人知的残疾院舍真相。新闻社接获一宗有关残疾院舍“彩桥之家”虐待院友的线报，侦查小组为揭露残疾院舍监管问题，记者晓琪（余香凝 饰）潜入院舍，揭发内里的非人道生活，寻找日光之下的残酷真相。,简君晋,姜大卫-余香凝-林保怡-梁仲恒,Unknown,510,1220
644,小美人鱼,音乐,美国 ,136,2023-05-26,74,天真、勇敢兼具反叛精神的美人鱼爱丽儿 （ 哈莉·贝利 饰），渴望探索大海以外的世界。她爱上了人类王子亚历克 （ 乔纳·豪尔-金 饰）。爱丽儿追随内心的声音，不惜违背传统，与邪恶的海底女巫乌苏拉 （ 梅丽莎·麦卡西 饰）达成交易以换取体验人类生活的机会，却发现将自己和父亲都置于极度危险的境地 。,罗伯·马歇尔,海莉·贝利-乔纳·豪尔·金-戴维德·迪格斯-奥卡菲娜,Unknown,1783,2651
645,唐,公路,日本 ,116,2022-08-11,58,改编自小说《花园里的机器人》，讲述沉迷游戏，以致于被妻子抛弃的主人公春日井健(二宫)每天过着迷茫的失业生活，某天春日的庭院里突然出现了一个残次品机器人，它来路不明，也没有没有记忆，但是机器人自称叫“TANG”，从此“一人一机”共同踏上冒险旅途的故事。,三木孝浩,二宫和也-满岛光-山内健司-景井ひな,Unknown,Unknown,Unknown
646,急先锋,动作-冒险-喜剧,中国大陆 ,108,2020-09-30,83,中国商人秦国立在英国惨遭雇佣兵组织“北极狼”绑架，秦的女儿Fareeda （ 徐若晗 饰）也卷入其中，遭到追杀。千钧一发之际，急先锋国际安保团队成为他们仅有的希望，由总指挥唐焕庭 （ 成龙 饰）带领雷震宇 （ 杨洋 饰）、张凯旋 （ 艾伦 饰）、弥雅 （ 母其弥雅 饰）、神雕 （ 朱正廷 饰）等组成的急先锋行动小组，上天入地，辗转全球各地施展惊险营救。而在解救人质的过程中，还发现了“北极狼”背后的犯罪集团策划的一场惊天密谋 。,唐季礼,成龙-杨洋-艾伦-徐若晗,Unknown,17726,29426
647,海贼王3D电影版：追寻草帽,动画,日本 ,30,2011-03-19,79,暂无剧情简介,佐藤宏幸,田中真弓-中井和哉-冈村明美-山口胜平,Unknown,Unknown,Unknown
648,怦然心动,剧情-喜剧-爱情,美国 ,90,2010-07-26,89,布莱斯（卡兰•麦克奥利菲 Callan McAuliffe 饰）全家搬到小镇，邻家女孩朱丽（玛德琳•卡罗尔 Madeline Carroll 饰）前来帮忙。她对他一见钟情，心愿是获得他的吻。两人是同班同学，她一直想方设法接近他，但是他避之不及。她喜欢爬在高高的梧桐树上看风景。但因为施工，树被要被砍掉，她誓死捍卫，希望他并肩作战，但是他退缩了。她的事迹上了报纸，外公对她颇有好感，令他十分困惑。她凭借鸡下蛋的项目获得了科技展第一名，成了全场焦点，令他黯然失色。她把自家鸡蛋送给他，他听家人怀疑她家鸡蛋不卫生，便偷偷把鸡蛋丢掉。她得知真相，很伤心，两人关系跌入冰点。她跟家人诉说，引发争吵。原来父亲一直攒钱照顾傻弟弟，所以生活拮据。她理解了父母，自己动手，还得到了他外公的鼎力相助。他向她道歉，但是并未解决问题。他开始关注她。鸡蛋风波未平，家庭晚宴与午餐男孩评选...,罗伯·莱纳,玛德琳·卡罗尔-卡兰·麦克奥利菲-艾丹·奎因-瑞贝卡·德·莫妮,Unknown,Unknown,Unknown
649,穿过寒冬拥抱你,剧情-爱情,中国大陆 ,124,2021-12-31,95,2020年1月23日，农历腊月二十九，武汉宣布封城。该片聚焦这一特殊时刻，以温情和治愈为基调，刻画了普通市民守望相助、真挚动人的爱情群像。快递员阿勇 （ 黄渤 饰），骑手武哥 （ 贾玲 饰），钢琴老师叶子扬 （ 朱一龙 饰），中年夫妇刘亚兰 （ 徐帆 饰）和李宏宇 （ 高亚麟 饰），退休老医生谢咏琴 （ 吴彦姝 饰）和餐厅老板沛爷 （许绍雄饰），实习护士夏晓 （ 周冬雨 饰），滞留旅客张哲 （ 刘昊然 饰）和君君 （ 乔欣 饰）。疫情下，爱给了他们挺身而出的勇气和力量。他们以笑做盾，以爱为矛，冲破凛冽寒冬和恐惧，勇敢拥抱。爱在武汉的烟火气下蔓延，抵御一切苦难，最终见证奇迹 。,薛晓路,黄渤-贾玲-朱一龙-徐帆,Unknown,53275,93685
650,霍比特人3：五军之战,动作-冒险-奇幻,"美国,新西兰 ",145,2015-01-23,91,夺回孤山的“矮人王”索林顺理成章的占据了无数远古矮人的财宝，同时这些堆积如山的财宝也吸引着人类勇士巴德和精灵王瑟兰迪尔所率的联军，矮人一族面临着一场巨大的危机。随后冲着无尽财宝而来的半兽人大军蜂拥而至，面对这些邪恶、贪婪的半兽人，与人类和精灵联军对峙已久的矮人一族也终于放下隔阂，在“矮人王”索林的率领下与人类、精灵歃血为盟，共同对抗半兽人部队。,彼得·杰克逊,马丁·弗瑞曼-伊恩·麦克莱恩-伊万杰琳·莉莉-理查德·阿米蒂奇,Unknown,31249,76129
651,夺命微笑2,恐怖,美国 ,127,2024-10-18,Unknown,讲述全球流行天后斯凯·莱利即将展开一场全新的世界巡回演唱会，却突然开始经历极度恐怖和无法解释的事件。当她面对越来越可怕的惊惧现象、名气所带来的巨大压力，双重打击下，斯凯被迫必须直面她黑暗的过去，才能在一切完全失控之前重新掌握自己的人生。,帕克·芬恩,娜奥米·斯科特-罗丝玛丽·德薇特-卢卡斯·盖奇-迈尔斯·古铁雷斯-赖利,Unknown,Unknown,Unknown
652,雄狮,剧情,澳大利亚 ,119,2017-06-23,87,一个在加尔各答走失的5岁印度男孩萨罗，迷迷糊糊登上一列火车，这一走就走了好几千公里。小萨罗刚开始十分惊慌，但很快就又平静下来，之后他进入了一所福利院。在那里，一对没有孩子的澳洲夫妇苏和约翰·布莱尔利收养了他。二十多年过去了，长大后的萨罗在一个酒店管理项目中遇到了女友露西，开始了成年的生活。忽然，一个偶然的契机之下，原本被他遗忘的童年回忆再次闯入了他的脑海。已经拥有了新的名字、新的家庭和新的人生的他，面对身边人的不解，通过现代科技，寻找最开始的家园 。,加斯·戴维斯,戴夫·帕特尔-鲁妮·玛拉-大卫·文翰-妮可·基德曼,Unknown,968,1717
653,绿皮书,剧情-喜剧-传记,美国 ,130,2019-03-01,95,托尼就职的夜总会关门装修，亟需一份工作。有个朋友建议他去参加一位音乐博士为了寻找司机所举办的面试。当他到达豪华公寓后，发现这位博士是个名叫唐的黑人古典乐钢琴家，钢琴家正需要一个司机，负责在他举办南方巡演时的接送工作。当然，两人心里都十分清楚，在二十世纪六十年代种族隔离严重的南部地区，他们很容易身陷麻烦之中，但托尼需要钱，而唐需要一个能照顾他的专业司机。给托尼付钱的唱片公司给了他一本“绿皮书”指南，上面列着当地黑人可以吃饭睡觉的地方，因为很多旅馆和餐厅都是只限白人 。,彼得·法雷里,维果·莫腾森-马赫沙拉·阿里-琳达·卡德里尼-塞巴斯蒂安·马尼斯科,Unknown,11502,47872
654,峡谷,剧情-惊悚,美国 ,99,2013-07-29,53,《峡谷》的故事发生在美国洛杉矶，一群光鲜亮丽的二十多岁年轻人沉浸在荒淫无度及物质横流的生活中，当他们无比享受这种纸醉金迷的生活时，一个前来复仇的神秘人打破了他们极致享乐的生活，他恐吓这些年轻人将毁掉这美好的一切。这部电影包含了性欲、贪念、背叛等元素。著名男艳星詹姆斯·丁恩在片中继续他的老本行，招揽女性做性交易，而坏女孩琳赛·洛翰将饰演丁恩的好友。,保罗·施拉德,琳赛·洛翰-格斯·范·桑特-诺兰·杰拉德·冯克-阿曼达·布鲁克斯,Unknown,Unknown,Unknown
655,再见，李可乐,剧情-家庭,中国大陆 ,105,2023-12-01,92,为了完成女儿李妍（谭松韵 饰）高三前的小小心愿，父亲李博宇（吴京 饰）决心带着女儿远赴阿勒泰滑雪。却不料李博宇遭遇意外，全力抢救后仍陷入脑死亡的处境，让为妻为母的潘雁秋（闫妮 饰）做出了一个女人最艰难的决定。当家渐渐失温，一只名为可乐的小狗带着倔强闯入了她们的生活，成为母女争执的焦点，也成为苦乐烟火的陪伴。如何在伤痛后放下悔与执？如何在成长中习得爱与勇？当往日的困境重现，她们的人生，又是否有无憾的选择？,王小列,闫妮-谭松韵-吴京-蒋龙,Unknown,8607,24205
